date,sp500,monthly_return,monthly_volatility,hist_var95,hist_var99,hist_es95,hist_es99,rolling_volatility,rolling_skewness,rolling_kurtosis,trading_days
2017-03-31,2362.719970703125,-0.0003891971352695256,0.08108708024460594,-0.00894086424819249,-0.016568792412621876,-0.014522058254448512,-0.02655692724270727,0.10019306607615416,-0.7592511037827484,5.787115098872266,23
2017-04-30,2384.199951171875,0.00909120874885505,0.07333606044330193,-0.008446897763162951,-0.016568792412621876,-0.014086348656348767,-0.02655692724270727,0.0983111342112962,-0.7662852068281062,6.352455115140948,19
2017-05-31,2411.800048828125,0.011576251246328662,0.07764653075024806,-0.00744580039744856,-0.018303025124814777,-0.01460507043729298,-0.0265846677958447,0.09566542286788596,-0.974367852084685,7.534372450313456,22
2017-06-30,2423.409912109375,0.004813775207812343,0.0731725533727579,-0.006822619640216191,-0.01370899128217885,-0.011392992143297302,-0.01937165295338743,0.0817360647318155,-0.23669539284127006,3.873534189958612,22
2017-07-31,2470.300048828125,0.019348826001101882,0.05646216316220542,-0.006822619640216191,-0.01370899128217885,-0.011588527398779415,-0.01937165295338743,0.08051149701190503,-0.31731433065092995,4.053389576240552,20
2017-08-31,2471.64990234375,0.000546433019853243,0.09317712246476327,-0.008125705574456476,-0.01524338944061132,-0.012757293092814481,-0.019576851023047626,0.08343456672066436,-0.4471455477829606,3.7854256857512416,23
2017-09-30,2519.360107421875,0.01930297856216745,0.056181462896105566,-0.006760046844743201,-0.01353184164221889,-0.010570648168915451,-0.01616100968634933,0.0745399010389112,-0.028374536835982775,3.1893032665554375,20
2017-10-31,2575.260009765625,0.022188135066151693,0.0484398136660455,-0.0066244086505189495,-0.013511960257315428,-0.010124077611159734,-0.01616100968634933,0.07278123389526388,-0.015605867084153204,3.5205507794389423,22
2017-11-30,2647.580078125,0.028082627806563565,0.06316948262083211,-0.005944867407901393,-0.013511960257315428,-0.01006389717941832,-0.01616100968634933,0.06872277332166445,-0.43414645461716,2.754780282645007,21
2017-12-31,2673.610107421875,0.009831630594270724,0.05624522949827789,-0.005351597194967189,-0.013511960257315428,-0.009669757144233605,-0.01616100968634933,0.06695464489220335,-0.46162753737103895,2.960405017645198,20
2018-01-31,2823.81005859375,0.056178704125527945,0.08900248905319808,-0.0056922519456153575,-0.013511960257315428,-0.01014242690207821,-0.01616100968634933,0.06953801508088564,-0.46576927509952076,2.649954422564036,21
